Deals
Deal ID,Order ID,Symbol,Opening Direction,Closing Direction,Opening time (UTC+8),Closing Time (UTC+8),Entry price,Closing price,Closing Quantity,Commissions,Pips,Net USD,Channel,Balance USD
DID313511047,354079244,Copper,Buy,Sell,11 Aug 2026 09:09:08.979,11 Aug 2026 09:22:40.894,6.6971,6.7211,0.31 Lots,0.00,24.0,14.88,openapi_cbot-t,41 980.35
DID313510773,354078892,Corn,Sell,Buy,11 Aug 2026 09:08:51.877,11 Aug 2026 09:20:52.491,4.5600,4.5700,2 Lots,0.00,-10.0,-2.00,openapi_cbot-t,41 965.47
DID313510569,354078620,XAUUSD,Sell,Buy,11 Aug 2026 09:06:14.304,11 Aug 2026 09:19:36.734,4403.66,4415.55,0.11 Lots,0.00,-118.9,-130.79,openapi_cbot-t,41 967.47
DID313507764,354075245,USDJPY,Sell,Buy,11 Aug 2026 08:33:36.789,11 Aug 2026 09:04:32.216,159.183,159.142,0.52 Lots,0.00,4.1,13.40,openapi_cbot-t,42 098.26
DID313506014,354073279,JPYX,Buy,Sell,11 Aug 2026 08:24:07.232,11 Aug 2026 08:56:31.668,676.4,675.9,78 Lots,0.00,-0.5,-24.52,openapi_cbot-t,42 084.86
DID313505745,354072939,Copper,Sell,Buy,11 Aug 2026 08:22:10.739,11 Aug 2026 08:53:21.324,6.6976,6.7146,0.31 Lots,0.00,-17.0,-10.54,openapi_cbot-t,42 109.38
DID313505744,354072938,BNBUSD,Sell,Buy,11 Aug 2026 08:22:24.978,11 Aug 2026 08:53:21.008,599.09,599.83,88 Lots,0.00,-7.4,-65.12,openapi_cbot-t,42 119.92
DID313505737,354072930,GBPUSD,Buy,Sell,11 Aug 2026 08:18:21.805,11 Aug 2026 08:53:12.785,1.35121,1.35134,0.39 Lots,0.00,1.3,5.07,openapi_cbot-t,42 185.04
DID313505617,354072683,GER40,Buy,Sell,11 Aug 2026 08:18:30.048,11 Aug 2026 08:50:22.760,26329.7,26350.2,1.7 Lots,0.00,20.5,40.24,openapi_cbot-t,42 179.97
DID313504369,354071241,EURAUD,Buy,Sell,11 Aug 2026 08:11:58.580,11 Aug 2026 08:43:25.152,1.63645,1.63631,0.45 Lots,0.00,-1.4,-4.45,openapi_cbot-t,42 139.73
DID313503969,354070776,EURUSD,Sell,Buy,11 Aug 2026 08:07:38.624,11 Aug 2026 08:39:35.793,1.15459,1.15475,0.45 Lots,0.00,-1.6,-7.20,openapi_cbot-t,42 144.18
DID313503515,354070131,US500,Sell,Buy,11 Aug 2026 08:01:15.020,11 Aug 2026 08:32:19.662,7747.1,7755.4,6.8 Lots,0.00,-8.3,-56.44,openapi_cbot-t,42 151.38
DID313503510,354070123,USDCAD,Sell,Buy,11 Aug 2026 08:01:09.369,11 Aug 2026 08:32:11.435,1.39327,1.39329,0.53 Lots,0.00,-0.2,-0.76,openapi_cbot-t,42 207.82
DID313503509,354070122,US30,Buy,Sell,11 Aug 2026 08:00:48.537,11 Aug 2026 08:32:11.172,53946.0,53948.0,0.9 Lots,0.00,2.0,1.80,openapi_cbot-t,42 208.58
DID313502807,354069242,AUS200,Buy,Sell,11 Aug 2026 08:11:52.929,11 Aug 2026 08:26:45.130,9240.2,9234.9,8.1 Lots,0.00,-5.3,-30.30,openapi_cbot-t,42 206.78
DID313501726,354068042,USDCHF,Buy,Sell,11 Aug 2026 07:50:51.058,11 Aug 2026 08:22:08.522,0.81008,0.80976,0.53 Lots,0.00,-3.2,-20.94,openapi_cbot-t,42 237.08
DID313501543,354067768,BNBUSD,Buy,Sell,11 Aug 2026 08:08:09.695,11 Aug 2026 08:21:04.459,599.66,598.65,88 Lots,0.00,-10.1,-88.88,openapi_cbot-t,42 258.02
DID313501497,354067697,EURGBP,Buy,Sell,11 Aug 2026 07:34:44.578,11 Aug 2026 08:20:26.222,0.85461,0.85453,0.22 Lots,0.00,-0.8,-2.38,openapi_cbot-t,42 346.90
DID313501496,354067696,EURNZD,Sell,Buy,11 Aug 2026 07:34:57.265,11 Aug 2026 08:20:25.991,1.96226,1.96141,0.22 Lots,0.00,8.5,11.01,openapi_cbot-t,42 349.28
DID313501495,354067694,GBPJPY,Buy,Sell,11 Aug 2026 07:35:01.291,11 Aug 2026 08:20:25.720,215.159,215.079,0.19 Lots,0.00,-8.0,-9.55,openapi_cbot-t,42 338.27
DID313501456,354067627,NAS100,Sell,Buy,11 Aug 2026 08:07:24.259,11 Aug 2026 08:20:02.281,29573.1,29624.1,1.7 Lots,0.00,-51.0,-86.70,openapi_cbot-t,42 347.82
DID313501226,354067156,GBPUSD,Buy,Sell,11 Aug 2026 07:44:11.452,11 Aug 2026 08:16:45.381,1.35076,1.35115,0.39 Lots,0.00,3.9,15.21,openapi_cbot-t,42 434.52
DID313500390,354066100,XPDUSD,Sell,Buy,11 Aug 2026 07:57:28.703,11 Aug 2026 08:10:34.617,1380.19,1389.77,0.19 Lots,0.00,-95.8,-182.02,openapi_cbot-t,42 419.31
DID313499839,354065548,AUDJPY,Sell,Buy,11 Aug 2026 07:37:52.789,11 Aug 2026 08:08:38.457,112.363,112.289,0.75 Lots,0.00,7.4,34.87,openapi_cbot-t,42 601.33
DID313499651,354065296,VIX,Buy,Sell,11 Aug 2026 06:01:30.982,11 Aug 2026 08:06:04.651,16.80,16.63,100 Lots,0.00,-1.7,-17.00,openapi_cbot-t,42 566.46
DID313499633,354065267,EURCHF,Sell,Buy,11 Aug 2026 07:34:49.348,11 Aug 2026 08:05:41.390,0.93511,0.93512,0.22 Lots,0.00,-0.1,-0.27,openapi_cbot-t,42 583.46
DID313499623,354065255,Copper,Buy,Sell,11 Aug 2026 06:03:27.099,11 Aug 2026 08:05:31.188,6.7034,6.6943,0.15 Lots,0.00,-9.1,-2.73,openapi_cbot-t,42 583.73
DID313499010,354064563,NAS100,Sell,Buy,11 Aug 2026 06:00:58.058,11 Aug 2026 08:01:47.858,29671.4,29575.0,0.9 Lots,0.00,96.4,86.76,openapi_cbot-t,42 586.46
DID313498337,354061884,JPN225,Sell,Buy,11 Aug 2026 07:27:44.871,11 Aug 2026 07:57:40.092,66609.0,66393.6,0.5 Lots,0.00,215.4,67.67,cTrader 2 iOS,42 499.70
DID313498317,354063759,US500,Sell,Buy,11 Aug 2026 07:26:08.810,11 Aug 2026 07:57:25.045,7748.3,7746.0,3.4 Lots,0.00,2.3,7.82,openapi_cbot-t,42 432.03
DID313498312,354063756,AUDUSD,Buy,Sell,11 Aug 2026 07:25:58.524,11 Aug 2026 07:57:22.363,0.70569,0.70541,0.37 Lots,0.00,-2.8,-10.36,openapi_cbot-t,42 424.21
DID313498305,354063753,USDJPY,Sell,Buy,11 Aug 2026 07:25:48.473,11 Aug 2026 07:57:18.372,159.252,159.171,0.26 Lots,0.00,8.1,13.23,openapi_cbot-t,42 434.57
DID313497746,354063151,BNBUSD,Sell,Buy,11 Aug 2026 07:19:30.347,11 Aug 2026 07:51:13.271,598.67,599.27,44 Lots,0.00,-6.0,-26.40,openapi_cbot-t,42 421.34
DID313497514,354062827,USDCHF,Buy,Sell,11 Aug 2026 07:12:54.472,11 Aug 2026 07:45:21.431,0.81018,0.81001,0.26 Lots,0.00,-1.7,-5.46,openapi_cbot-t,42 447.74
DID313497487,354061894,JPN225,Sell,Buy,11 Aug 2026 07:27:44.871,11 Aug 2026 07:45:02.934,66609.0,66520.5,0.5 Lots,0.00,88.5,27.78,cTrader 2 iOS,42 453.20
DID313497415,354062674,US30,Buy,Sell,11 Aug 2026 06:56:51.993,11 Aug 2026 07:42:11.289,53947.0,53944.0,0.4 Lots,0.00,-3.0,-1.20,openapi_cbot-t,42 425.42
DID313497022,354062219,ADAUSD,Sell,Buy,11 Aug 2026 07:19:37.996,11 Aug 2026 07:33:55.322,0.1901,0.1939,25 Lots,0.00,-3.8,-9.50,openapi_cbot-t,42 426.62
DID313497019,354062215,EURAUD,Buy,Sell,11 Aug 2026 07:02:05.115,11 Aug 2026 07:33:45.431,1.63580,1.63604,0.23 Lots,0.00,2.4,3.89,openapi_cbot-t,42 436.12
DID313496874,354062046,JPYX,Buy,Sell,11 Aug 2026 06:57:01.802,11 Aug 2026 07:30:43.235,676.3,675.2,39 Lots,0.00,-1.1,-26.93,openapi_cbot-t,42 432.23
DID313496785,354061958,XAUUSD,Buy,Sell,11 Aug 2026 06:57:07.457,11 Aug 2026 07:29:24.570,4399.72,4395.09,0.06 Lots,0.00,-46.3,-27.78,openapi_cbot-t,42 459.16
DID313496777,354061946,GBPUSD,Buy,Sell,11 Aug 2026 06:51:38.447,11 Aug 2026 07:29:11.015,1.35091,1.35071,0.19 Lots,0.00,-2.0,-3.80,openapi_cbot-t,42 486.94
DID313496083,354061077,CHFJPY,Buy,Sell,11 Aug 2026 05:15:50.369,11 Aug 2026 07:16:59.898,196.775,196.569,0.43 Lots,0.00,-20.6,-55.62,openapi_cbot-t,42 490.74
DID313495474,354060156,LTCUSD,Sell,Buy,11 Aug 2026 06:51:58.264,11 Aug 2026 07:06:24.040,45.02,45.27,100 Lots,0.00,-2.5,-25.00,openapi_cbot-t,42 546.36
DID313494199,354058576,US30,Buy,Sell,11 Aug 2026 06:20:17.102,11 Aug 2026 06:51:04.378,53958.5,53942.9,0.4 Lots,0.00,-15.6,-6.24,openapi_cbot-t,42 571.36
DID313493998,354058355,GBPUSD,Buy,Sell,11 Aug 2026 06:17:12.744,11 Aug 2026 06:47:54.514,1.35082,1.35084,0.19 Lots,0.00,0.2,0.38,openapi_cbot-t,42 577.60
DID313493734,354058061,ADAUSD,Sell,Buy,11 Aug 2026 06:14:30.412,11 Aug 2026 06:46:34.875,0.1902,0.1940,25 Lots,0.00,-3.8,-9.50,openapi_cbot-t,42 577.22
DID313493733,354058059,US500,Sell,Buy,11 Aug 2026 06:01:23.020,11 Aug 2026 06:46:34.690,7757.4,7750.1,3.4 Lots,0.00,7.3,24.82,openapi_cbot-t,42 586.72
DID313493719,354058043,AUDUSD,Sell,Buy,11 Aug 2026 06:01:13.555,11 Aug 2026 06:46:20.500,0.70537,0.70565,0.37 Lots,0.00,-2.8,-10.36,openapi_cbot-t,42 561.90
DID313491747,354057075,NZDCAD,Sell,Buy,11 Aug 2026 06:03:42.912,11 Aug 2026 06:34:10.333,0.81994,0.82013,0.45 Lots,0.00,-1.9,-6.13,openapi_cbot-t,42 572.26
DID313491746,354057074,EURJPY,Sell,Buy,11 Aug 2026 06:03:35.321,11 Aug 2026 06:34:10.167,183.854,183.863,0.23 Lots,0.00,-0.9,-1.30,openapi_cbot-t,42 578.39
DID313491745,354057073,GBPJPY,Sell,Buy,11 Aug 2026 06:03:52.087,11 Aug 2026 06:34:09.965,215.134,215.145,0.19 Lots,0.00,-1.1,-1.31,openapi_cbot-t,42 579.69
DID313491732,354057063,XAUUSD,Buy,Sell,11 Aug 2026 06:03:12.506,11 Aug 2026 06:33:55.478,4390.35,4392.88,0.06 Lots,0.00,25.3,15.18,openapi_cbot-t,42 581.00
DID313491672,354056976,LTCUSD,Buy,Sell,11 Aug 2026 06:01:40.083,11 Aug 2026 06:31:48.843,45.17,44.98,100 Lots,0.00,-1.9,-19.00,openapi_cbot-t,42 565.82
DID313491215,354056316,BNBUSD,Sell,Buy,11 Aug 2026 06:08:39.879,11 Aug 2026 06:22:08.725,598.23,599.69,44 Lots,0.00,-14.6,-64.24,openapi_cbot-t,42 584.82
DID313489758,354054363,CADCHF,Buy,Sell,11 Aug 2026 05:15:42.515,11 Aug 2026 06:00:56.315,0.58160,0.58100,0.75 Lots,0.00,-6.0,-55.55,openapi_cbot-t,42 649.06
DID313489654,354054229,GBPCHF,Sell,Buy,11 Aug 2026 05:13:20.034,11 Aug 2026 05:58:31.826,1.09343,1.09480,0.39 Lots,0.00,-13.7,-65.94,openapi_cbot-t,42 704.61
DID313489653,354054228,EURCHF,Buy,Sell,11 Aug 2026 05:13:09.449,11 Aug 2026 05:58:31.602,0.93564,0.93444,0.46 Lots,0.00,-12.0,-68.20,openapi_cbot-t,42 770.55
DID313489648,354054201,EURCAD,Sell,Buy,11 Aug 2026 05:10:54.993,11 Aug 2026 05:56:39.632,1.60842,1.60965,0.46 Lots,0.00,-12.3,-40.58,openapi_cbot-t,42 838.75
DID313489647,354054199,GBPAUD,Buy,Sell,11 Aug 2026 05:11:02.991,11 Aug 2026 05:56:39.358,1.91610,1.91390,0.39 Lots,0.00,-22.0,-60.53,openapi_cbot-t,42 879.33
DID313489640,354054175,SGDJPY,Sell,Buy,11 Aug 2026 05:22:17.863,11 Aug 2026 05:54:20.906,124.309,124.539,0.69 Lots,0.00,-23.0,-99.61,openapi_cbot-t,42 939.86
DID313489636,354054170,EURGBP,Buy,Sell,11 Aug 2026 05:05:08.747,11 Aug 2026 05:53:55.902,0.85516,0.85438,0.46 Lots,0.00,-7.8,-48.48,openapi_cbot-t,43 039.47
DID313489327,354054026,NZDUSD,Sell,Buy,11 Aug 2026 05:12:37.578,11 Aug 2026 05:43:39.639,0.58787,0.58847,0.91 Lots,0.00,-6.0,-54.60,openapi_cbot-t,43 087.95
DID313489325,354054019,LTCUSD,Buy,Sell,11 Aug 2026 05:10:43.115,11 Aug 2026 05:43:28.553,45.22,44.94,100 Lots,0.00,-2.8,-28.00,openapi_cbot-t,43 142.55
DID313489055,354053909,USDCAD,Buy,Sell,11 Aug 2026 05:01:49.229,11 Aug 2026 05:31:53.734,1.39425,1.39357,0.54 Lots,0.00,-6.8,-26.35,openapi_cbot-t,43 170.55
DID313488866,354053545,ADAUSD,Buy,Sell,11 Aug 2026 05:10:34.868,11 Aug 2026 05:13:18.657,0.1954,0.1908,25 Lots,0.00,-4.6,-11.50,openapi_cbot-t,43 196.90
DID313317730,353843329,NAS100,Buy,Sell,10 Aug 2026 08:01:47.951,10 Aug 2026 08:32:27.642,29698.5,29743.3,1.8 Lots,0.00,44.8,80.64,openapi_cbot-t,43 208.40
DID313317729,353843328,US30,Sell,Buy,10 Aug 2026 08:01:43.531,10 Aug 2026 08:32:27.451,53941.0,53957.0,1 Lots,0.00,-16.0,-16.00,openapi_cbot-t,43 127.76
DID313317691,353843238,EURCAD,Buy,Sell,10 Aug 2026 08:00:46.331,10 Aug 2026 08:31:19.109,1.61239,1.61193,0.48 Lots,0.00,-4.6,-15.83,openapi_cbot-t,43 143.76
DID313317597,353843101,EURAUD,Buy,Sell,10 Aug 2026 07:58:44.957,10 Aug 2026 08:29:41.200,1.63618,1.63541,0.48 Lots,0.00,-7.7,-26.11,openapi_cbot-t,43 159.59
DID313317475,353842940,BTCUSD,Sell,Buy,10 Aug 2026 07:58:36.576,10 Aug 2026 08:28:40.254,64842.18,64993.72,0.85 Lots,0.00,-1515.4,-128.81,openapi_cbot-t,43 185.70
DID313317379,353842725,Corn,Sell,Buy,10 Aug 2026 08:10:35.582,10 Aug 2026 08:26:32.198,4.5550,4.5730,2 Lots,0.00,-18.0,-3.60,openapi_cbot-t,43 314.51
DID313316981,353842210,Copper,Buy,Sell,10 Aug 2026 07:50:49.385,10 Aug 2026 08:21:23.810,6.6754,6.6754,0.33 Lots,0.00,0.0,0.00,openapi_cbot-t,43 318.11
DID313316980,353842208,EURJPY,Sell,Buy,10 Aug 2026 07:50:40.658,10 Aug 2026 08:21:23.549,182.477,182.502,0.48 Lots,0.00,-2.5,-7.60,openapi_cbot-t,43 318.11
DID313315301,353839879,XPTUSD,Sell,Buy,10 Aug 2026 07:57:19.314,10 Aug 2026 08:10:03.289,1742.88,1755.85,0.63 Lots,0.00,-129.7,-817.11,openapi_cbot-t,43 325.71
DID313314388,353838611,XAUUSD,Buy,Sell,10 Aug 2026 06:01:55.825,10 Aug 2026 08:02:08.320,4347.24,4337.31,0.12 Lots,0.00,-99.3,-119.16,openapi_cbot-t,44 142.82
DID313314314,353838451,US30,Buy,Sell,10 Aug 2026 06:00:54.431,10 Aug 2026 08:01:20.439,54001.7,53935.0,1 Lots,0.00,-66.7,-66.70,openapi_cbot-t,44 261.98
DID313314313,353838450,NAS100,Buy,Sell,10 Aug 2026 06:00:58.657,10 Aug 2026 08:01:20.170,29759.9,29717.6,1.9 Lots,0.00,-42.3,-80.37,openapi_cbot-t,44 328.68
DID313314163,353838239,NZDCAD,Buy,Sell,10 Aug 2026 05:59:59.570,10 Aug 2026 08:00:03.740,0.82341,0.82129,0.95 Lots,0.00,-21.2,-144.35,openapi_cbot-t,44 409.05
DID313314030,353838087,EURAUD,Buy,Sell,10 Aug 2026 07:27:39.856,10 Aug 2026 07:58:15.339,1.63552,1.63603,0.48 Lots,0.00,5.1,17.29,openapi_cbot-t,44 553.40
DID313313141,353836928,GBPAUD,Buy,Sell,10 Aug 2026 07:17:28.685,10 Aug 2026 07:47:44.620,1.90933,1.90951,0.41 Lots,0.00,1.8,5.21,openapi_cbot-t,44 536.11
DID313312554,353836045,XPDUSD,Sell,Buy,10 Aug 2026 07:05:46.601,10 Aug 2026 07:36:56.175,1376.68,1381.63,0.4 Lots,0.00,-49.5,-198.00,openapi_cbot-t,44 530.90
DID313312475,353835891,AUDCAD,Buy,Sell,10 Aug 2026 07:04:42.720,10 Aug 2026 07:35:14.541,0.98551,0.98545,0.79 Lots,0.00,-0.6,-3.40,openapi_cbot-t,44 728.90
DID313311857,353835161,BTCUSD,Buy,Sell,10 Aug 2026 06:57:18.575,10 Aug 2026 07:28:25.621,65056.40,64881.30,0.86 Lots,0.00,-1751.0,-150.59,openapi_cbot-t,44 732.30
DID313311831,353835090,Copper,Buy,Sell,10 Aug 2026 07:14:17.737,10 Aug 2026 07:26:58.905,6.6798,6.6781,0.33 Lots,0.00,-1.7,-1.12,openapi_cbot-t,44 882.89
DID313311752,353834897,JPYX,Sell,Buy,10 Aug 2026 06:48:11.576,10 Aug 2026 07:24:54.433,680.8,681.9,82 Lots,0.00,-1.1,-57.13,openapi_cbot-t,44 884.01
DID313311751,353834895,EURCAD,Sell,Buy,10 Aug 2026 06:48:17.216,10 Aug 2026 07:24:54.182,1.61132,1.61197,0.48 Lots,0.00,-6.5,-22.37,openapi_cbot-t,44 941.14
DID313311591,353834739,GBPUSD,Sell,Buy,10 Aug 2026 06:51:06.444,10 Aug 2026 07:23:08.502,1.34898,1.34923,0.41 Lots,0.00,-2.5,-10.25,openapi_cbot-t,44 963.51
DID313311076,353833999,GBPAUD,Buy,Sell,10 Aug 2026 06:45:57.951,10 Aug 2026 07:16:58.509,1.90924,1.90921,0.41 Lots,0.00,-0.3,-0.87,openapi_cbot-t,44 973.76
DID313311051,353833920,EURJPY,Buy,Sell,10 Aug 2026 06:45:48.344,10 Aug 2026 07:15:49.485,182.521,182.461,0.48 Lots,0.00,-6.0,-18.24,openapi_cbot-t,44 974.63
DID313310501,353832972,Copper,Buy,Sell,10 Aug 2026 06:46:04.874,10 Aug 2026 07:01:06.697,6.6765,6.6720,0.33 Lots,0.00,-4.5,-2.97,openapi_cbot-t,44 992.87
DID313309410,353831226,USDJPY,Sell,Buy,10 Aug 2026 06:02:50.737,10 Aug 2026 06:33:16.355,157.806,157.898,0.56 Lots,0.00,-9.2,-32.63,openapi_cbot-t,44 995.84
DID313309408,353831224,Copper,Sell,Buy,10 Aug 2026 06:02:11.411,10 Aug 2026 06:33:16.095,6.6597,6.6802,0.33 Lots,0.00,-20.5,-13.53,openapi_cbot-t,45 028.47
DID313309402,353831220,EURAUD,Sell,Buy,10 Aug 2026 06:03:02.403,10 Aug 2026 06:33:15.094,1.63568,1.63523,0.48 Lots,0.00,4.5,15.27,openapi_cbot-t,45 042.00
DID313309349,353831144,GBPUSD,Sell,Buy,10 Aug 2026 06:00:48.505,10 Aug 2026 06:31:56.363,1.34921,1.34895,0.41 Lots,0.00,2.6,10.66,openapi_cbot-t,45 026.73
DID313308579,353829806,BTCUSD,Sell,Buy,10 Aug 2026 06:02:53.428,10 Aug 2026 06:15:56.570,65198.11,65359.99,0.86 Lots,0.00,-1618.8,-139.22,openapi_cbot-t,45 016.07
DID313305777,353827023,EURJPY,Buy,Sell,10 Aug 2026 05:01:58.645,10 Aug 2026 05:48:18.568,182.528,182.295,0.49 Lots,0.00,-23.3,-72.40,openapi_cbot-t,45 155.29
DID313305540,353826833,BTCUSD,Sell,Buy,10 Aug 2026 05:07:31.088,10 Aug 2026 05:38:32.704,65091.84,65162.93,0.86 Lots,0.00,-710.9,-61.14,openapi_cbot-t,45 227.69
DID313305162,353826293,BTCUSD,Sell,Buy,10 Aug 2026 04:36:35.238,10 Aug 2026 05:07:03.271,65095.66,65107.29,0.87 Lots,0.00,-116.3,-8.18,openapi_cbot-t,45 288.83
DID313304949,353825960,BTCUSD,Buy,Sell,10 Aug 2026 04:05:29.413,10 Aug 2026 04:36:03.878,65127.28,65081.18,0.86 Lots,0.00,-461.0,-39.65,openapi_cbot-t,45 297.01
DID313304299,353825744,BTCUSD,Sell,Buy,10 Aug 2026 03:46:40.420,10 Aug 2026 03:58:54.088,65138.70,65148.08,0.87 Lots,0.00,-93.8,-8.16,openapi_cbot-t,45 336.66
DID313304089,353825596,BTCUSD,Buy,Sell,10 Aug 2026 01:37:39.525,10 Aug 2026 03:37:47.301,65198.03,65141.66,0.87 Lots,0.00,-563.7,-49.04,openapi_cbot-t,45 344.82
DID313303240,353824937,BTCUSD,Buy,Sell,10 Aug 2026 01:06:59.275,10 Aug 2026 01:37:08.070,65183.56,65167.75,0.87 Lots,0.00,-158.1,-13.75,openapi_cbot-t,45 393.86
DID313302991,353824581,BTCUSD,Buy,Sell,10 Aug 2026 00:36:32.837,10 Aug 2026 01:06:44.633,65178.03,65166.47,0.87 Lots,0.00,-115.6,-10.06,openapi_cbot-t,45 407.61
DID313302589,353824266,BTCUSD,Sell,Buy,10 Aug 2026 00:05:20.152,10 Aug 2026 00:35:49.955,65165.20,65189.05,0.87 Lots,0.00,-238.5,-20.75,openapi_cbot-t,45 417.67
DID313301763,353823685,BTCUSD,Buy,Sell,09 Aug 2026 23:21:44.417,09 Aug 2026 23:52:08.696,65183.45,65170.29,0.87 Lots,0.00,-131.6,-11.45,openapi_cbot-t,45 438.42
DID313301325,353823101,BTCUSD,Sell,Buy,09 Aug 2026 22:50:19.227,09 Aug 2026 23:21:11.731,65112.29,65194.86,0.87 Lots,0.00,-825.7,-71.84,openapi_cbot-t,45 449.87
DID313300479,353822589,BTCUSD,Buy,Sell,09 Aug 2026 22:19:07.246,09 Aug 2026 22:49:41.470,65140.92,65107.37,0.87 Lots,0.00,-335.5,-29.19,openapi_cbot-t,45 521.71
DID313299993,353822221,BTCUSD,Buy,Sell,09 Aug 2026 21:47:25.855,09 Aug 2026 22:18:22.918,65168.57,65144.81,0.87 Lots,0.00,-237.6,-20.67,openapi_cbot-t,45 550.90
DID313299258,353821393,BTCUSD,Sell,Buy,09 Aug 2026 21:04:05.019,09 Aug 2026 21:34:50.300,64929.21,65094.19,0.88 Lots,0.00,-1649.8,-145.18,openapi_cbot-t,45 571.57
DID313298483,353821154,BTCUSD,Sell,Buy,09 Aug 2026 20:33:05.327,09 Aug 2026 21:03:36.751,64889.77,64945.10,0.88 Lots,0.00,-553.3,-48.69,openapi_cbot-t,45 716.75
DID313298240,353820849,BTCUSD,Sell,Buy,09 Aug 2026 20:02:44.846,09 Aug 2026 20:15:14.345,64848.69,64915.92,0.88 Lots,0.00,-672.3,-59.16,openapi_cbot-t,45 765.44
DID313298095,353820745,BTCUSD,Buy,Sell,09 Aug 2026 19:46:46.439,09 Aug 2026 19:59:15.244,64963.57,64909.13,0.88 Lots,0.00,-544.4,-47.91,openapi_cbot-t,45 824.60
DID313297998,353808435,BTCUSD,Sell,Buy,08 Aug 2026 14:38:36.494,09 Aug 2026 19:36:26.153,64927.48,64978.42,0.88 Lots,0.00,-509.4,-42.87,openapi_cbot-t,45 872.51
DID313281630,353808427,BTCUSD,Buy,Sell,08 Aug 2026 12:36:47.790,08 Aug 2026 14:38:06.713,64988.56,64920.86,0.88 Lots,0.00,-677.0,-59.58,openapi_cbot-t,45 915.38
DID313280828,353807873,BTCUSD,Buy,Sell,08 Aug 2026 12:05:29.339,08 Aug 2026 12:36:04.574,64995.74,64971.61,0.88 Lots,0.00,-241.3,-21.23,openapi_cbot-t,45 974.96
DID313280432,353807702,BTCUSD,Buy,Sell,08 Aug 2026 11:37:50.387,08 Aug 2026 11:51:03.015,64999.01,64986.39,0.88 Lots,0.00,-126.2,-11.11,openapi_cbot-t,45 996.19
DID313280370,353807642,BTCUSD,Sell,Buy,08 Aug 2026 09:35:45.327,08 Aug 2026 11:36:13.894,64888.27,65044.64,0.88 Lots,0.00,-1563.7,-137.61,openapi_cbot-t,46 007.30
DID313279286,353806951,BTCUSD,Buy,Sell,08 Aug 2026 07:33:18.447,08 Aug 2026 09:34:20.360,64873.62,64882.50,0.88 Lots,0.00,88.8,7.81,openapi_cbot-t,46 144.91
DID313278256,353806282,BTCUSD,Sell,Buy,08 Aug 2026 07:01:07.596,08 Aug 2026 07:32:34.630,64826.87,64868.08,0.89 Lots,0.00,-412.1,-36.68,openapi_cbot-t,46 137.10
DID313272681,353799050,GD.US,Buy,Sell,04 Aug 2026 21:33:24.990,08 Aug 2026 03:43:05.301,381.41,390.82,26.9 Lots,-1.08,94.1,246.84,openapi_cbot-t,46 173.78
DID313272676,353799043,GD.US,Buy,Sell,04 Aug 2026 21:33:24.945,08 Aug 2026 03:43:00.146,381.41,390.74,26.9 Lots,-1.08,93.3,244.69,openapi_cbot-t,45 926.94
DID313272036,353797936,GD.US,Buy,Sell,04 Aug 2026 21:33:24.958,08 Aug 2026 03:31:56.451,381.41,390.81,26.9 Lots,-1.08,94.0,246.57,openapi_cbot-t,45 682.25
DID313269553,353794376,GD.US,Buy,Sell,04 Aug 2026 21:33:24.913,08 Aug 2026 03:03:29.888,381.41,389.98,26.9 Lots,-1.08,85.7,224.24,openapi_cbot-t,45 435.68
DID313159947,353653041,2020.HK,Sell,Buy,04 Aug 2026 13:20:55.347,07 Aug 2026 14:45:03.017,75.010,74.240,690 Lots,-19.70,77.0,47.98,cTrader 2 iOS,45 211.44
DID313159934,353653004,0066.HK,Buy,Sell,05 Aug 2026 09:31:00.298,07 Aug 2026 14:45:00.810,32.230,31.870,3 096 Lots,-37.95,-36.0,-183.63,cTrader 2 iOS,45 163.46
DID313159923,353652977,0003.HK,Buy,Sell,05 Aug 2026 09:31:00.314,07 Aug 2026 14:44:57.248,6.910,6.820,5 000 Lots,-13.13,-9.0,-71.72,cTrader 2 iOS,45 347.09
DID313132508,352942685,0016.HK,Buy,Sell,04 Aug 2026 13:17:44.222,07 Aug 2026 09:45:54.151,122.790,113.110,438 Lots,-19.76,-968.0,-563.16,openapi_cbot-t,45 418.81
DID313115637,353596604,BTCUSD,Sell,Buy,04 Aug 2026 18:32:08.767,07 Aug 2026 06:47:39.518,63407.10,64314.05,0.09 Lots,0.00,-9069.5,-80.77,openapi_cbot-t,45 981.97
DID313113529,352992097,GBPUSD,Buy,Sell,04 Aug 2026 19:00:22.625,07 Aug 2026 05:19:52.692,1.34435,1.34412,0.29 Lots,0.00,-2.3,-10.18,openapi_cbot-t,46 062.74
DID312735101,353135090,NZDUSD,Buy,Sell,04 Aug 2026 13:34:48.673,05 Aug 2026 06:43:29.532,0.58651,0.58945,0.01 Lots,0.00,29.4,2.91,openapi_cbot-t,46 072.92
DID312704303,353071391,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.813,05 Aug 2026 01:45:00.998,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 070.01
DID312704298,353071385,DOW.US,Sell,Buy,04 Aug 2026 23:31:48.770,05 Aug 2026 01:45:00.992,29.84,30.18,250 Lots,-10.00,-3.4,-95.00,openapi_cbot-t,46 165.01
