Deals
Deal ID,Order ID,Symbol,Opening Direction,Closing Direction,Opening time (UTC+8),Closing Time (UTC+8),Entry price,Closing price,Closing Quantity,Commissions,Pips,Net USD,Channel,Balance USD
DID312414393,352744502,BTCUSD,Sell,Buy,03 Aug 2026 15:07:47.717,03 Aug 2026 15:38:22.813,62561.26,62552.21,2.71 Lots,0.00,90.5,24.53,openapi_cbot-t,50 409.50
DID312414392,352744500,NAS100,Sell,Buy,03 Aug 2026 15:07:40.746,03 Aug 2026 15:38:21.003,28474.0,28442.8,5.9 Lots,0.00,31.2,184.08,openapi_cbot-t,50 384.97
DID312414389,352744497,JPN225,Buy,Sell,03 Aug 2026 15:07:36.981,03 Aug 2026 15:38:19.184,63696.5,63582.0,2.6 Lots,0.00,-114.5,-190.10,openapi_cbot-t,50 200.89
DID312414048,352744068,FRA40,Buy,Sell,03 Aug 2026 15:21:45.658,03 Aug 2026 15:36:02.322,8591.7,8595.6,19.8 Lots,0.00,3.9,89.04,openapi_cbot-t,50 390.99
DID312414027,352744035,0016.HK,Buy,Sell,03 Aug 2026 15:21:28.977,03 Aug 2026 15:35:49.974,122.190,122.190,1 392 Lots,-65.06,0.0,-65.06,openapi_cbot-t,50 301.95
DID312414026,352744034,US2000,Buy,Sell,03 Aug 2026 15:21:07.813,03 Aug 2026 15:35:49.753,2945.8,2949.3,57.7 Lots,0.00,3.5,201.95,openapi_cbot-t,50 367.01
DID312413622,352743546,US30,Sell,Buy,03 Aug 2026 15:07:32.648,03 Aug 2026 15:30:48.728,52816.0,52800.0,3.2 Lots,0.00,16.0,51.20,openapi_cbot-t,50 165.06
DID312413595,352743509,EURGBP,Buy,Sell,03 Aug 2026 15:00:20.049,03 Aug 2026 15:30:31.373,0.85643,0.85623,1.46 Lots,0.00,-2.0,-39.32,openapi_cbot-t,50 113.86
DID312413338,352743136,GBPUSD,Sell,Buy,03 Aug 2026 14:56:28.519,03 Aug 2026 15:27:40.082,1.34620,1.34644,1.26 Lots,0.00,-2.4,-30.24,openapi_cbot-t,50 153.18
DID312413237,352743019,AUDUSD,Buy,Sell,03 Aug 2026 14:56:45.214,03 Aug 2026 15:26:50.466,0.70272,0.70234,2.41 Lots,0.00,-3.8,-91.58,openapi_cbot-t,50 183.42
DID312413232,352743007,GBPJPY,Buy,Sell,03 Aug 2026 14:55:21.255,03 Aug 2026 15:26:45.881,211.131,210.854,1.26 Lots,0.00,-27.7,-222.85,openapi_cbot-t,50 275.00
DID312412224,352741841,JPYX,Sell,Buy,03 Aug 2026 15:08:00.559,03 Aug 2026 15:20:14.066,687.6,688.9,100 Lots,0.00,-1.3,-82.96,openapi_cbot-t,50 497.85
DID312412173,352741766,EURNZD,Sell,Buy,03 Aug 2026 14:55:15.707,03 Aug 2026 15:19:56.630,1.96122,1.96185,1.46 Lots,0.00,-6.3,-54.03,openapi_cbot-t,50 580.81
DID312410913,352740679,GER40,Sell,Buy,03 Aug 2026 15:07:44.815,03 Aug 2026 15:16:14.245,25911.9,25948.8,6.5 Lots,0.00,-36.9,-276.51,openapi_cbot-t,50 634.84
DID312410703,352740458,0016.HK,Buy,Sell,03 Aug 2026 15:00:08.656,03 Aug 2026 15:15:26.302,122.190,122.210,1 389 Lots,-64.92,2.0,-61.38,openapi_cbot-t,50 911.35
DID312410702,352740456,0005.HK,Buy,Sell,03 Aug 2026 15:00:00.340,03 Aug 2026 15:15:26.076,168.010,167.890,1 013 Lots,-65.08,-12.0,-80.58,openapi_cbot-t,50 972.73
DID312410444,352740108,USDJPY,Sell,Buy,03 Aug 2026 15:07:24.423,03 Aug 2026 15:12:29.892,156.772,156.658,1.69 Lots,0.00,11.4,122.99,openapi_cbot-t,51 053.31
DID312375831,352697837,CN50,Buy,Sell,03 Aug 2026 09:00:00.928,03 Aug 2026 10:16:01.799,14971.4,14776.6,0.8 Lots,0.00,-194.8,-155.84,openapi_cbot-t,50 930.32
DID312357008,352674611,AUS200,Sell,Buy,03 Aug 2026 07:50:00.255,03 Aug 2026 08:12:03.354,8945.9,8946.0,2.2 Lots,0.00,-0.1,-0.15,openapi_cbot-t,51 086.16
DID312355885,352673076,Corn,Buy,Sell,28 Jul 2026 14:26:45.251,03 Aug 2026 08:01:09.933,4.6519,4.5291,1 Lots,0.00,-122.8,-14.68,openapi_cbot-t,51 086.31
DID312346325,352660713,USDZAR,Buy,Sell,03 Aug 2026 05:01:01.061,03 Aug 2026 06:24:12.522,16.49059,16.45693,10.69 Lots,0.00,-336.6,-2 186.29,openapi_cbot-t,51 100.99
DID312346323,352660710,AUDUSD,Sell,Buy,03 Aug 2026 05:01:01.066,03 Aug 2026 06:24:12.308,0.70440,0.70475,0.52 Lots,0.00,-3.5,-18.20,openapi_cbot-t,53 287.28
DID312346319,352660708,XRPUSD,Sell,Buy,02 Aug 2026 19:08:12.118,03 Aug 2026 06:24:12.108,1.0772,1.0929,100 Lots,0.00,-15.7,-156.85,openapi_cbot-t,53 305.48
DID312346317,352660705,BTCUSD,Buy,Sell,02 Aug 2026 18:21:03.514,03 Aug 2026 06:24:11.868,63208.35,63589.47,2.68 Lots,0.00,3811.2,967.86,openapi_cbot-t,53 462.33
DID312346296,352660703,SOLUSD,Buy,Sell,02 Aug 2026 12:12:32.637,03 Aug 2026 06:24:11.617,73.44,73.68,500 Lots,0.00,2.4,117.49,openapi_cbot-t,52 494.47
DID312346294,352660701,DOGEUSD,Buy,Sell,02 Aug 2026 11:13:04.019,03 Aug 2026 06:24:11.411,0.07057,0.07049,2.5 Lots,0.00,-0.8,-0.26,openapi_cbot-t,52 376.98
DID312346292,352660699,BNBUSD,Buy,Sell,02 Aug 2026 11:06:24.345,03 Aug 2026 06:24:11.228,581.56,587.35,291 Lots,0.00,57.9,1 635.69,openapi_cbot-t,52 377.24
DID312346289,352660696,ADAUSD,Sell,Buy,02 Aug 2026 11:01:50.910,03 Aug 2026 06:24:10.961,0.1778,0.1914,25 Lots,0.00,-13.6,-34.02,openapi_cbot-t,50 741.55
DID312335542,352626488,ETHUSD,Sell,Buy,02 Aug 2026 10:40:42.331,03 Aug 2026 02:40:15.280,1869.65,1876.74,23.21 Lots,0.00,-70.9,-164.56,openapi_cbot-t,50 775.57
DID312326273,352637704,XRPUSD,Sell,Buy,02 Aug 2026 18:08:54.165,02 Aug 2026 18:40:18.573,1.0769,1.0833,100 Lots,0.00,-6.4,-64.00,openapi_cbot-t,50 940.13
DID312325914,352637172,BTCUSD,Sell,Buy,02 Aug 2026 11:07:45.886,02 Aug 2026 18:08:22.505,63365.37,63204.00,0.73 Lots,0.00,1613.7,117.80,openapi_cbot-t,51 004.13
DID312324518,352620086,XRPUSD,Buy,Sell,02 Aug 2026 05:15:35.200,02 Aug 2026 16:39:26.544,1.0608,1.0748,50 Lots,0.00,14.0,70.00,openapi_cbot-t,50 886.33
DID312320038,352627905,DOGEUSD,Sell,Buy,02 Aug 2026 11:03:24.240,02 Aug 2026 11:07:26.985,0.06938,0.07061,2.5 Lots,0.00,-12.3,-3.08,openapi_cbot-t,50 816.33
DID312319876,352627183,DOGEUSD,Sell,Buy,02 Aug 2026 10:51:23.722,02 Aug 2026 10:56:35.569,0.06931,0.07053,2.5 Lots,0.00,-12.2,-3.05,openapi_cbot-t,50 819.41
DID312319822,352626852,BNBUSD,Sell,Buy,02 Aug 2026 10:40:39.990,02 Aug 2026 10:52:28.507,578.73,580.79,367 Lots,0.00,-20.6,-756.02,openapi_cbot-t,50 822.46
DID312319683,352626483,SOLUSD,Buy,Sell,02 Aug 2026 05:04:51.168,02 Aug 2026 10:40:25.286,71.89,72.64,100 Lots,0.00,7.5,75.00,cTrader 2 iOS,51 578.48
DID312319681,352626481,DOGEUSD,Buy,Sell,02 Aug 2026 05:05:00.174,02 Aug 2026 10:40:20.261,0.06947,0.06923,1.5 Lots,0.00,-2.4,-0.36,cTrader 2 iOS,51 503.48
DID312319679,352626477,DOGEUSD,Buy,Sell,02 Aug 2026 05:05:00.174,02 Aug 2026 10:40:09.200,0.06947,0.06924,1 Lots,0.00,-2.3,-0.23,cTrader 2 iOS,51 503.84
DID312319674,352626464,SOLUSD,Buy,Sell,02 Aug 2026 05:04:51.168,02 Aug 2026 10:39:54.549,71.89,72.69,51 Lots,0.00,8.0,40.80,cTrader 2 iOS,51 504.07
DID312313663,352620156,XRPUSD,Buy,Sell,02 Aug 2026 05:15:35.200,02 Aug 2026 05:17:23.883,1.0608,1.0543,50 Lots,0.00,-6.5,-32.50,openapi_cbot-t,51 463.27
DID312313662,352620155,LTCUSD,Sell,Buy,02 Aug 2026 05:11:14.794,02 Aug 2026 05:17:20.621,43.86,44.20,100 Lots,0.00,-3.4,-34.00,openapi_cbot-t,51 495.77
DID312313563,352619982,SOLUSD,Buy,Sell,02 Aug 2026 05:04:51.168,02 Aug 2026 05:07:09.419,71.89,71.38,150 Lots,0.00,-5.1,-76.50,openapi_cbot-t,51 529.77
DID312309576,352599185,BTCUSD,Buy,Sell,01 Aug 2026 05:17:26.031,02 Aug 2026 01:50:56.305,62945.17,62628.13,1.36 Lots,0.00,-3170.4,-431.17,openapi_cbot-t,51 606.27
DID312303392,352605408,DOGEUSD,Sell,Buy,01 Aug 2026 05:08:32.873,01 Aug 2026 17:03:34.485,0.06902,0.07040,2.5 Lots,0.00,-13.8,-3.45,openapi_cbot-t,52 037.44
DID312303084,352605300,BNBUSD,Buy,Sell,01 Aug 2026 05:04:01.829,01 Aug 2026 16:39:37.917,586.74,585.30,2 Lots,0.00,-14.4,-2.88,openapi_cbot-t,52 040.89
DID312303054,352605273,ADAUSD,Sell,Buy,01 Aug 2026 05:13:48.236,01 Aug 2026 16:34:54.047,0.1669,0.1751,25 Lots,0.00,-8.2,-20.50,openapi_cbot-t,52 043.77
DID312296937,352599807,ETHUSD,Sell,Buy,01 Aug 2026 05:19:41.872,01 Aug 2026 06:07:15.661,1861.22,1860.47,2.25 Lots,0.00,7.5,1.69,openapi_cbot-t,52 064.27
DID312296478,352599378,LTCUSD,Sell,Buy,01 Aug 2026 05:15:44.041,01 Aug 2026 05:50:24.738,44.45,44.87,100 Lots,0.00,-4.2,-42.00,openapi_cbot-t,52 062.58
DID312295678,352599030,ADAUSD,Sell,Buy,01 Aug 2026 05:02:18.889,01 Aug 2026 05:02:19.111,0.1666,0.1706,25 Lots,0.00,-4.0,-10.00,openapi_cbot-t,52 104.58
,,,,,,,,,,-1 136.17,,-15 630.71,,

Positions
Created (UTC+8),Symbol,Quantity,Direction,Entry,TP,SL,Net USD
21 Aug 2026 06:00:04,US30,1.8 Lots,Sell,52821.4,52111.5,53018.4,—
21 Aug 2026 07:02:13,NAS100,4.1 Lots,Sell,29232.1,28899.8,29319.0,—

Orders
Symbol,Direction,Submission Time (UTC+8),Order type,Current quantity,Submitted price,Distance,TP,SL
AMZN.US,Buy,01 Aug 2026 05:06:52.244,Limit,36.7 Lots,232.34,—,260.7,218.16
XPTUSD,Buy,11 Aug 2026 05:00:27.896,Limit,0.08 Lots,1646.00,—,2273.17,1332.41

Summary
Deposit,Withdrawal,Total net,Equity,Unr. P&L,Realised P&L,Margin,Free margin,Margin level
50 000.00,0.00,50 000.00,36 240.74,-243.13,-15 630.71,1 074.65,35 166.09,3 372.33%

Balance
36 483.87
